"job_name","job_salary","job_area","work_year","education","com_name","com_type","finance_stage","com_size","job_benefits"
"python实训讲师","10k-15k","北京","1-3年","本科","光环国际","在线教育","已上市","500-999人"
"中级python开发工程师","10k-15k","北京 海淀区 紫竹桥","3-5年","本科","先进数通","计算机软件","已上市","1000-9999人"
"Python人工智能讲师","25k-35k","北京 昌平区 西三旗","1-3年","本科","传智播客","在线教育","已上市","1000-9999人"
"python研发工程师","20k-40k","北京 海淀区 知春路","3-5年","本科","智融集团","互联网","C轮","100-499人"
"高级python开发","25k-35k","北京 朝阳区 太阳宫","3-5年","本科","老虎集团","互联网","C轮","100-499人"
"高级python爬虫工程师","15k-25k","北京 朝阳区 呼家楼","3-5年","本科","拍库","电子商务","C轮","100-499人"
"python开发工程师","20k-40k","北京 东城区 东直门","经验不限","本科","客知音","计算机软件","A轮","20-99人"
"Python后端开发工程师","10k-20k","北京 海淀区 知春路","1-3年","本科","神州优车集团","生活服务","已上市","10000人以上"
"Python 架构师","35k-50k","北京 朝阳区 酒仙桥","5-10年","本科","智能优学","互联网","未融资","20-99人"
"Python开发工程师","15k-30k","北京 海淀区 西二旗","3-5年","大专","会分期","生活服务","D轮及以上","100-499人"
"Python开发工程师","20k-40k","北京 海淀区 中关村","3-5年","本科","波场","互联网","不需要融资","100-499人"
"Python","10k-20k","北京 海淀区 五道口","经验不限","学历不限","联偶科技","移动互联网","未融资","0-20人"
"Python","10k-20k","北京 海淀区 五道口","3-5年","本科","魔门塔科技","计算机软件","B轮","500-999人"
"python算法工程师","15k-25k","北京 西城区 新街口","经验不限","本科","盛和资讯科技","企业服务","A轮","20-99人"
"高级Python开发工程师","30k-45k","北京 朝阳区 大山子","3-5年","本科","松果出行","移动互联网","C轮","100-499人"
"Python/Django web开发工程师","20k-35k","北京 海淀区 苏州街","3-5年","本科","好未来","互联网","已上市","10000人以上"
"Python后端工程师","15k-25k","北京 朝阳区 双井","3-5年","本科","小砖科技","数据服务","A轮","20-99人"
"Python高级开发工程师","20k-40k","北京 海淀区 北京大学","3-5年","本科","爱奇艺","互联网","已上市","1000-9999人"
"Python开发工程师","20k-40k","北京 海淀区 五道口","1-3年","本科","慧领医疗科技","医疗健康","天使轮","0-20人"
"python开发工程师 (MJ000414)","20k-30k","北京 朝阳区 大山子","1-3年","学历不限","马蜂窝","互联网","D轮及以上","1000-9999人"
"Python 工程师 (NLP方向)","10k-15k","北京 东城区 雍和宫","1-3年","本科","北京森特时代科技","互联网","未融资","0-20人"
"Python高级工程师","15k-20k","北京 石景山区 古城","3-5年","本科","北行奇云","互联网","未融资","20-99人"
"python开发工程师","20k-35k","北京 朝阳区 燕莎","3-5年","本科","老虎集团","互联网","C轮","100-499人"
"Go/python--视频处理","23k-36k","北京 朝阳区 望京","1-3年","硕士","一点资讯","移动互联网","D轮及以上","500-999人"
"Python 高级软件工程师","20k-40k","北京 海淀区 知春路","经验不限","本科","SmartX","企业服务","B轮","20-99人"
"Python实习生","3k-4k","北京 海淀区 清华大学","经验不限","大专","氢元数据","互联网","天使轮","20-99人"
"高级Python研发工程师","30k-50k","北京 朝阳区 望京","5-10年","本科","更美app","互联网","D轮及以上","100-499人"
"python高级工程师","18k-30k","北京 通州区","5-10年","本科","中谷金科","互联网","B轮","20-99人"
"Python 开发工程师","15k-25k","北京 朝阳区 酒仙桥","3-5年","大专","10Lab","移动互联网","天使轮","20-99人"
"python研发工程师","20k-35k","北京 朝阳区 三里屯","3-5年","本科","乐途原动力","互联网","未融资","20-99人"
"Python算法工程师","25k-35k","北京 朝阳区 北苑","3-5年","本科","迪普源人工智能","发布于07月08日","CTO","1000-9999人"
"Python高级工程师","33k-50k","北京 海淀区 苏州街","1-3年","本科","北京智同久远科技...","发布于12月19日","招聘者","1000-9999人"
